ITEMNAME,sales_channel,unit_weight
C-NEUTRALIZER STM     275G TOTE,NON-DISTRIBUTION,2750
RUST INHIBITOR 1205     400 LB   FDR,NON-DISTRIBUTION,400
WIRE ANNEALING SALT     2000 LB   SUPER SACK,NON-DISTRIBUTION,2000
SUPER KLEEN GEL     5G PAIL,NON-DISTRIBUTION,53
ACCUCOOL WS8      55G DRUM,NON-DISTRIBUTION,413
LITHIUM EP 2 GREASE (MOBILUX EP 2)   16G DRUM,NON-DISTRIBUTION,12.5
PERLUBE HV-2     120LB   DRUM/keg,NON-DISTRIBUTION,120
PERLUBE WL-68-II     1249L/330G,NON-DISTRIBUTION,2386
GX COOL 2997       55G DRUM,NON-DISTRIBUTION,447
MULTI-TERJ 4016FC     1249L/330G,NON-DISTRIBUTION,3360
PERDRAW 1044-DO      5GLPL,NON-DISTRIBUTION,32
PERDRAW 3875       5GLPL,NON-DISTRIBUTION,41
4416-220 - SYN GC LUBE   5GL PAIL BLK,NON-DISTRIBUTION,36
GREEN XTRA-HD     55G DRUM,NON-DISTRIBUTION,507
ACCUDRAW 1905      55G DRUM,NON-DISTRIBUTION,411
CIMTECH 310     55G / 208L PINK STEEL DRUM,NON-DISTRIBUTION,494
COAGULITE 4215     208L/55G DRUM,NON-DISTRIBUTION,601
DUJEL 1200      18.9L/5G,NON-DISTRIBUTION,45
TECHNISTRIP F 2948     5G PAIL,NON-DISTRIBUTION,39.7
ROCKSPIN 10   5G/19L PAIL,NON-DISTRIBUTION,37.1472
MITFLOC 5831L      TOTE,NON-DISTRIBUTION,3142
CIMCLEAN PRODUCTO DC-801     5G / 19L WHITE PLASTIC PAIL,NON-DISTRIBUTION,40
C-PHOS 51M     55G DRUM,NON-DISTRIBUTION,700
TROJAN 68 AW NON-STAINING   55G DRUM,NON-DISTRIBUTION,412.469775
C-PHOS 51RFA     BULKTANKER,NON-DISTRIBUTION,1
2090-32 - FG WHITE OIL   275GL TOTE,NON-DISTRIBUTION,1962
PAG STEEL QUENCH 100  1249L/330G  TOTE,NON-DISTRIBUTION,2868
CLEANER SOLVENT PLUS     55G DRUM,NON-DISTRIBUTION,360
4540-100 - NXT 4540 - NGC LUBE   16OZ 12X1 CASE,NON-DISTRIBUTION,12.9
TEST STAND OIL 249C ULTRA CLEAN   275G TOTE,NON-DISTRIBUTION,1948.1723
NEUQUAT     4X3.78L/1G,NON-DISTRIBUTION,33
PERLUBE AW-32-SR     1041L/275G TOTE,NON-DISTRIBUTION,1992
ACCUCUT 133       55G DRUM,NON-DISTRIBUTION,429
PERLUBE 32-NZ      55GL DRUM,NON-DISTRIBUTION,399
PERDRAW 2550-LT     208L/55G DRUM,NON-DISTRIBUTION,437
ACCUDRAW 1905 (ANOMATIC)      330GL STL TOTE,NON-DISTRIBUTION,2465
PERKLEEN 1335      330GL PL TOTE,NON-DISTRIBUTION,3013
PHOS DIP 38GB REPLENISHER     1249L/330G,NON-DISTRIBUTION,3900
2399-40 - CALDERA 3 - FG HTF   55GL DRUM BLK-M,NON-DISTRIBUTION,397
ULTRAMATE 2400     208L/55G,NON-DISTRIBUTION,424
DURABLACK PRE-DIP L     18.9L/5G,NON-DISTRIBUTION,62
PEARL-Z 3452      208L/55G,NON-DISTRIBUTION,459
ALU-BRAZE ADDITIVE AF     100 LB   FDR,NON-DISTRIBUTION,100
ACCUCUT 121G      5GLPL,NON-DISTRIBUTION,36
CIMTAP II     5G / 19L PINK PLASTIC PAIL,NON-DISTRIBUTION,43
TART     208L/55G DRUM,NON-DISTRIBUTION,550
ACCUCUT 517 LV      250G TOTE,NON-DISTRIBUTION,1801
GF PREP 621      55G DRUM,NON-DISTRIBUTION,528
DURATEC WAND FRP     208L/55G DRUM,NON-DISTRIBUTION,470
2058-220 - SYN VAC-PUMP FLUID   1GL 4X1 CASE BLK,NON-DISTRIBUTION,29
PERLUBE AW-100-S      550GL STL TOTE,NON-DISTRIBUTION,4048
GF CLEAN 1052       55G DRUM,NON-DISTRIBUTION,555
RESTORE      1249L/330G,NON-DISTRIBUTION,3029
D909     400 LB    FDR,NON-DISTRIBUTION,400
PHOSEAL 2     18.9L/5G,NON-DISTRIBUTION,63
RUST PREVENT 100      208L/55G,NON-DISTRIBUTION,415
ADD-3642      DRUM,NON-DISTRIBUTION,596
MITFLOC 5122L      DRUM,NON-DISTRIBUTION,459
GF DEFOAM 1052      5GLPL,NON-DISTRIBUTION,38
R 2 (RUST INHIBITOR)     400 LB   FDR,NON-DISTRIBUTION,400
PERKOOL 9200-MM      55GL DRUM,NON-DISTRIBUTION,426
F63001     5GLPL,NON-DISTRIBUTION,37
LOW TEMP DRAW SALT WHITE     25 LB   BAG,NON-DISTRIBUTION,25
PHOSEAL 25     204L/54G DRUM,NON-DISTRIBUTION,460
9124-40 - CALDERA 13 - HTF   55GL DRUM,NON-DISTRIBUTION,396
TECHNICLEAN F 1207     55G DRUM,NON-DISTRIBUTION,523
ROCKWAY 100-S   BULK (GAL),NON-DISTRIBUTION,7.738499999999999
PERKLEEN 1240      330GL PL TOTE,NON-DISTRIBUTION,2901
OAKFLO DSS 700 BLUE     5G /  19L G&G PLASTIC PAIL,NON-DISTRIBUTION,43
ALUM-ETCH 3     100 LB   FDR,NON-DISTRIBUTION,100
ACCUCUT 4984M DK      250G TOTE,NON-DISTRIBUTION,1892
ACCUCUT HD 78     1249L/330G TOTE,NON-DISTRIBUTION,2525
ACCUCUT 4915      55G DRUM,NON-DISTRIBUTION,401
CIMGUARD 10     5G / 19L WHITE PLASTIC PAIL,NON-DISTRIBUTION,35
CIMCLEAN 40     5G / 19L WHITE PLASTIC PAIL,NON-DISTRIBUTION,43
USL-106 SLIDING/WAY OIL      55G DRUM,NON-DISTRIBUTION,387
LIQUID 422      1249L/330G,NON-DISTRIBUTION,3580
LC-9200     BULK GALLONS,NON-DISTRIBUTION,9.137125
2099-40 - CALDERA 4 - HTF   5GL PAIL TH,NON-DISTRIBUTION,36
2096-40 - CALDERA 2 - HT HTF   55GL DRUM BLK,NON-DISTRIBUTION,397
2096-40 - CALDERA 2 - HT HTF   5GL PAIL TH,NON-DISTRIBUTION,36
CHEM ALUM DEOX 62     50 LB   FDR,NON-DISTRIBUTION,50
GX WAY OIL 68      55G DRUM,NON-DISTRIBUTION,404
DIACOOL SYN-59 BLUE     5G / 19L WHITE PLASTIC PAIL *D,NON-DISTRIBUTION,44
LC-2200-B     BULK GALLONS,NON-DISTRIBUTION,8.442
HIGH TEMP DRAW SALT     50 LB   BAG,NON-DISTRIBUTION,50
554 GRINDING COOLANT   55G DRUM,NON-DISTRIBUTION,478
GF SOLV 184      208L/55G,NON-DISTRIBUTION,440
6035-100 - DIESTER HP-BA COMP LUBE [BR]   1QT 12X1 CASE FS,NON-DISTRIBUTION,22.699999999999992
PERDRAW 2513      330GL PL TOTE,NON-DISTRIBUTION,2594
LC-1252-200     BULK GALLONS,NON-DISTRIBUTION,8.62625
4056-46 - PAG AC COMP LUBE-R1234YF+R134A   275GL TOTE,NON-DISTRIBUTION,2052
MONITROL 2302     48LB PAIL,NON-DISTRIBUTION,48
GF ADJUST 2103      30 LB   PAIL,NON-DISTRIBUTION,30
CIMCLEAN PRODUCTO SP-217     1041L/275G TOTE,NON-DISTRIBUTION,2339
4425-220 - NXT POE - RC OIL   1GL 4X1 CASE BLK,NON-DISTRIBUTION,31
420 QUENCH OIL     208L/55G,NON-DISTRIBUTION,399
SURTEC 650 CHROMITAL TCP     18.9L/5G,NON-DISTRIBUTION,42
IPW-4001      208L/55G,NON-DISTRIBUTION,484
SPEED QUENCH 1     400 LB   FDR,NON-DISTRIBUTION,404.25
PERLUBE 632      55GL DRUM,NON-DISTRIBUTION,401
4355-100 - UNIVERSAL PAG [BL]   5GL PAIL BLK,NON-DISTRIBUTION,38
PERLUBE EP-0 (AL)     35LB PAIL,NON-DISTRIBUTION,34.411764705882355
TROJAN 32 AW   275G/1040L TOTE,NON-DISTRIBUTION,2086.7597312500006
KROFF - KR-DF362C     55G DRUM,NON-DISTRIBUTION,476
RUST INHIBITOR XN     208L/55G,NON-DISTRIBUTION,507
SURSOLV 2013      208L/55G,NON-DISTRIBUTION,456
PERLUBE RO-46     1249L/330G TOTE,NON-DISTRIBUTION,2400
PERKOOL 5442       55GL DRUM,NON-DISTRIBUTION,445
PERKUT 510-DP      55GL DRUM,NON-DISTRIBUTION,402
UNI KLEEN 58DA     18.9L/5G,NON-DISTRIBUTION,55
SHS-900       208L/55G,NON-DISTRIBUTION,532
6321-32 - OEM PAGR AIR COMP LUBE   5GL PAIL BL,NON-DISTRIBUTION,36
P-142     55G DRUM,NON-DISTRIBUTION,450
2211-68 - HIGH TACK CHAIN LUBE   55GL DRUM BLK,NON-DISTRIBUTION,402
2057-100 - MIN-OIL VAC-PUMP FLUID   5GL PAIL BLK,NON-DISTRIBUTION,36
ACCUCUT 570 M     5GLPL,NON-DISTRIBUTION,42
GX COOL 2190      55G DRUM,NON-DISTRIBUTION,453
GF CLEAN K56      55G DRUM,NON-DISTRIBUTION,498
BLUE COOL E2350     PAIL,NON-DISTRIBUTION,40
2082-680 - SYN FG GEAR LUBE   55GL DRUM BLK,NON-DISTRIBUTION,405
6065-32 - FG AIR COMP CLN + LUBE   1GL 4X1 CASE BLK,NON-DISTRIBUTION,28.8
PERKOTE 30-266-HC     1249L/330G TOTE,NON-DISTRIBUTION,2199
PERKOTE 30-266-C       5GLPL,NON-DISTRIBUTION,34
2399-100 - CALDERA 5 - FG HF HTF   5GL PAIL TH,NON-DISTRIBUTION,36
VISCOOL 5505 BC   55G/208L DRUM,NON-DISTRIBUTION,484.2124666666666
PERKOOL 696-B      55GL DRUM,NON-DISTRIBUTION,473
PERLUBE WL-68-ISC     BULK GALLONS,NON-DISTRIBUTION,7.3566
TROJAN 150   55G/208L DRUM,NON-DISTRIBUTION,428.8768
4425-100 - NXT POE - RC OIL   1GL 4X1 CASE BLK,NON-DISTRIBUTION,31
ROTOSYN HD 46     55G DRUM,NON-DISTRIBUTION,415
ACCUCUT 766      55G DRUM,NON-DISTRIBUTION,398
ISO-220 EP GEAR OIL     5G PAIL,NON-DISTRIBUTION,37.1
CIMTECH 100 PINK     55G / 208L BLUE PLASTIC DRUM,NON-DISTRIBUTION,483
GF CLEAN 752M       55G DRUM,NON-DISTRIBUTION,544
2585-68 FRHF   1249L/330G TOTE  (FM APPROVED LABEL),NON-DISTRIBUTION,2534
LSI NO. 680      55GL DRUM,NON-DISTRIBUTION,483
BLUE STAR XE 9800/1000-1     CS/30 CART,NON-DISTRIBUTION,35
CW-888L      DRUM,NON-DISTRIBUTION,558
TROJAN 100 ALL SEASON   55G DRUM,NON-DISTRIBUTION,441.81633333333326
PERMA-GARD 3028      1249L/330G,NON-DISTRIBUTION,3795
P-140     15G DRUM,NON-DISTRIBUTION,120
GF PREP 608PF       55G DRUM,NON-DISTRIBUTION,495
UNI KLEEN 28     1200L/317G,NON-DISTRIBUTION,3120
GF ADJUST DOWN     5GL PAIL,NON-DISTRIBUTION,46
PERKOOL 9655-EP      55GL DRUM,NON-DISTRIBUTION,450
DOUBLE-CUT TOPAZ 75      208L/55G,NON-DISTRIBUTION,471
VISCOR 63-97056   55G DRUM,NON-DISTRIBUTION,429.68732500000004
ROCKCUT 515 CUTTING OIL   55G DRUM,NON-DISTRIBUTION,440.78766666666684
PEARL-Z 3452D       18.9L/5G,NON-DISTRIBUTION,42
PERLUBE AW-46      325GL STL TOTE,NON-DISTRIBUTION,2370
6064-100 - ADV FG AIR COMP LUBE   5GL PAIL BLK,NON-DISTRIBUTION,36
EVERITE II     18.9L/5G,NON-DISTRIBUTION,49
MILFORM OAK DRAW 512     55G / 208L PINK STEEL DRUM,NON-DISTRIBUTION,349
4416-150 - SYN GC LUBE 55GL DRUM BLK-M,NON-DISTRIBUTION,397
MILFORM OAK11B-LA     5G / 19L PINK PLASTIC PAIL,NON-DISTRIBUTION,34
5133-5 - RESCUE HTF HD - HTCC   55GL DRUM BLK,NON-DISTRIBUTION,403
ANTI-FOAM FOR SOLUBLE OIL   1G BOTTLE,NON-DISTRIBUTION,10.716666666666667
POWER CUT GP     55G / 208L WHITE STEEL DRUM,NON-DISTRIBUTION,426
CIMCLEAN 50     5G / 19L WHITE PLASTIC PAIL,NON-DISTRIBUTION,46
POLYDRAW AMBER 56      18.9L/5G,NON-DISTRIBUTION,39
DUBOIS 737NT        208L/55G,NON-DISTRIBUTION,478
NEUTRA-LIFT     18.9L/5G PAIL,NON-DISTRIBUTION,42.60000000000001
PERKLEEN 1337      55G DRUM,NON-DISTRIBUTION,478
PX-5     500 LB   MDR,NON-DISTRIBUTION,500
ALLBLACK SPECIAL     500 LB   MDR,NON-DISTRIBUTION,500
PENTRATE ULTRA LIQUID      1249L/330G,NON-DISTRIBUTION,4100
PERDRAW 1045      BULK GALLONS,NON-DISTRIBUTION,6.583587499999999
4584-32 - SYN FR FG HYDR FLUID   1GL 4X1 CASE BLK,NON-DISTRIBUTION,29
CIMSTAR 40B     5G / 19L PINK PLASTIC PAIL,NON-DISTRIBUTION,44
CIMSTAR 40B     55G / 208L PINK STEEL DRUM,NON-DISTRIBUTION,485
TECHNICOAT ZN BK PART A     55G DRUM,NON-DISTRIBUTION,569
GX PROOF 530     5G PAIL,NON-DISTRIBUTION,41
9125-40 - CALDERA 14 - FG HTF   55GL DRUM,NON-DISTRIBUTION,396
GF ADJUST 2001      55G DRUM,NON-DISTRIBUTION,721
6531-460 - SYN GEAR & BEARING FLUID   5GL PAIL BLK,NON-DISTRIBUTION,37
TROJAN 68 AW NON-STAINING   250G TOTE,NON-DISTRIBUTION,2088.446094427945
ADDITIVE 4687      55G DRUM,NON-DISTRIBUTION,413
ACCUVIS 68     BULK GALLONS,NON-DISTRIBUTION,7.356599999999999
ADDITIVE D12     QUART,NON-DISTRIBUTION,2.12
DUBOIS 104 SW       208L/55G,NON-DISTRIBUTION,468
UNI KLEEN 54     400 LB   FDR,NON-DISTRIBUTION,400
6019-100 - DIESTER AIR COMP LUBE   55GL DRUM,NON-DISTRIBUTION,413
420-A QUENCH OIL  TANKER (BULK GALLONS),NON-DISTRIBUTION,7.1757
6323-46 - OEM PAGR AIR COMP LUBE+BA [BL]   55GL DRUM BLK,NON-DISTRIBUTION,407
EP GEAR LUBE S-100   55G DRUM,NON-DISTRIBUTION,439.5465
NO BLEED II     1249L/330G,NON-DISTRIBUTION,2379
DUBOIS 737      208L/55G,NON-DISTRIBUTION,478
CIMSTAR 75L     55 Gal / 208 L Pink Steel Drum,NON-DISTRIBUTION,479
PERCHEM 2727      55GL DRUM,NON-DISTRIBUTION,400
4055-150 - PAG AC COMP LUBE - R134A   55GL DRUM BLK,NON-DISTRIBUTION,415
EP 55 SPT,NON-DISTRIBUTION,402
LL-3000     5G PAIL        (GP REEVES),NON-DISTRIBUTION,42
RUST REMOVER 4     197L/52G,NON-DISTRIBUTION,500
PERLUBE WL-68-HPF     1249L/330G TOTE,NON-DISTRIBUTION,2419
STERILEX ULTRA DISINFECTANT CLEANER SOLUTION 1    18.9L/5G,NON-DISTRIBUTION,41
VISFORM 5140   55G/208L DRUM,NON-DISTRIBUTION,364.37716
6245-22 - PARTIAL-SYN VAC-PUMP LUBE   5GL PAIL BL,NON-DISTRIBUTION,35
6043-32 - SEMI-SYN COMP LUBE   55GL DRUM GY METAL,NON-DISTRIBUTION,395
DEOXIDE NC-9     18.9L/5G,NON-DISTRIBUTION,59
CLEANER D-PLUS-NL-3     BULK GALLONS,NON-DISTRIBUTION,8.483875
ISO 1500 SYNTHETIC GEAR & BEARING FLUID     5GL PAIL,NON-DISTRIBUTION,36.300000000000004
6043-68 - SEMI-SYN COMP LUBE   5GL PAIL WH,NON-DISTRIBUTION,36
CARBON COVER C     100 LB   FDR,NON-DISTRIBUTION,100
ISO-150 EP GEAR OIL     55G DRUM,NON-DISTRIBUTION,406
MONITROL 4122     18.9L/5G PAIL,NON-DISTRIBUTION,59
TRAILER BRITE     1249L/330GL TOTE,NON-DISTRIBUTION,2960
SO CLEAN IMPERIAL BOOSTER (PURIFIER)     18.9L/5G PAIL,NON-DISTRIBUTION,43
EP GEAR LUBE S-100-A   55G DRUM,NON-DISTRIBUTION,441.17639583333334
GX PROOF 5036LM      330G TOTE,NON-DISTRIBUTION,2409
MILFORM OAK DRAW 504     5G / 19L PINK PLASTIC PAIL,NON-DISTRIBUTION,32
GF CLEAN 6465XY      330G TOTE,NON-DISTRIBUTION,3251
6731-320 - SYN BLOWER LUBE   1GL 4X1 CASE BLK,NON-DISTRIBUTION,29
6045-150 - SEMI-SYN 4000HR COMP LUBE   1QT 12X1 CASE FS,NON-DISTRIBUTION,22
PERKOOL 714-ND     330GL PL TOTE,NON-DISTRIBUTION,2881
6321-32 - OEM PAGR AIR COMP LUBE [GN]   1GL 4X1 CASE BLK,NON-DISTRIBUTION,29.399999999999995
6061-100 - FG AIR COMP LUBE   5GL PAIL BLK,NON-DISTRIBUTION,36
6061-100 - FG AIR COMP LUBE   1GL 4X1 CASE BLK,NON-DISTRIBUTION,29
6321-32 - OEM PAGR AIR COMP LUBE [GN]   55GL DRUM GRN,NON-DISTRIBUTION,404
6321-32 - OEM PAGR AIR COMP LUBE [GN]   5GL PAIL BL,NON-DISTRIBUTION,37
ACCUCUT 1940     330GL TOTE,NON-DISTRIBUTION,2664
6045-32 - SEMI-SYN 4000HR COMP LUBE   1GL 4X1 CASE BLK,NON-DISTRIBUTION,29
2015-68 - SYN 8000 HR COMP LUBE   55GL DRUM BLK,NON-DISTRIBUTION,398
PERDRAW 6270       330GL PL TOTE,NON-DISTRIBUTION,2839
GX DRAW 7072NS      275G TOTE,NON-DISTRIBUTION,2703
PERKOOL 4370-H      55GL PL DRUM,NON-DISTRIBUTION,496
PERLUBE RO-32      BULK GALLONS,NON-DISTRIBUTION,7.2561
SCALE KLEEN 5T     500 LB   SUPERSACK,NON-DISTRIBUTION,500
PERLUBE VACTRA TYPE LUBE     55GL DRUM,NON-DISTRIBUTION,404
C-LUBE EX6A COL     55G DRUM,NON-DISTRIBUTION,450
MULTI-TERJ 4016     1249L/330G,NON-DISTRIBUTION,3360
NOVACLEAN 616     208L/55G,NON-DISTRIBUTION,550
GF SEAL 443     55G DRUM,NON-DISTRIBUTION,482
ALTRABRITE 201R      55G DRUM,NON-DISTRIBUTION,471
EP GEAR LUBE S-220   55G/208L DRUM,NON-DISTRIBUTION,434.9252461538462
SUNEX HONING OIL 629   275G TOTE,NON-DISTRIBUTION,2288.5607333333332
USL ATF-210 TYPE F AUTOMATIC TRANS FLUID      55G DRUM,NON-DISTRIBUTION,390
PERKUT 282-EP     BULK GALLONS,NON-DISTRIBUTION,7.864962500000002
VALRUST 1636 HF   5G PAIL TH,NON-DISTRIBUTION,39.6607
VALRUST 900   5G/19L PAIL,NON-DISTRIBUTION,44.0665
MILFORM 8050     5G / 19L PINK PLASTIC PAIL,NON-DISTRIBUTION,44
GF CLEAN 1052NIT     208L/55G DRUM,NON-DISTRIBUTION,575
GROTAN      500 LB   DRUM,NON-DISTRIBUTION,500
CIMSTAR S2 PINK     55G / 208L PINK STEEL DRUM,NON-DISTRIBUTION,457
PERKUT 951-SG     1249L/330G TOTE,NON-DISTRIBUTION,2358
SURTEC 650 V     55GL DRUM,NON-DISTRIBUTION,467
GF SEAL 300NCS      55G DRUM,NON-DISTRIBUTION,524
PERKOTE 10-437     1249L/330G TOTE,NON-DISTRIBUTION,2955
MBC 215-P     5-GAL PAIL (OH),NON-DISTRIBUTION,43
TREO SW-89      208L/55G,NON-DISTRIBUTION,496
PERKUT 194-G       BULK GALLONS,NON-DISTRIBUTION,7.399312499999999
9124-40 - CALDERA 13 - HTF   55GL DRUM BL-M,NON-DISTRIBUTION,396
XYLENE   55G DRUM,NON-DISTRIBUTION,439
VISCOOL 6115 G   55G/208L DRUM,NON-DISTRIBUTION,491.2949
COOLANT 8175   55G DRUM,NON-DISTRIBUTION,412.93410000000006
VISCOOL 6110 MULTI-METAL   55G/208L DRUM,NON-DISTRIBUTION,501.522
ROYAL DRIPLESS 220   55G DRUM,NON-DISTRIBUTION,459.6654
HUSKIE SUPER FLEET 15W40   55G DRUM,NON-DISTRIBUTION,420.82945
PERKOTE 40-315-B      330GL PL TOTE,NON-DISTRIBUTION,2490
DU-SOLV     BULK,NON-DISTRIBUTION,7.361625000000003
BRAKE CLEAN     55G DRUM,NON-DISTRIBUTION,385
QUENCH 90 WB   275G/1040L TOTE,NON-DISTRIBUTION,2642.5967
FORM OIL 401     330G TOTE,NON-DISTRIBUTION,2392
RUST PREVENT SYN 1-X      18.9L/5G,NON-DISTRIBUTION,44.4
PERCHEM 4545      1GL JUG,NON-DISTRIBUTION,9
PERDRAW 2722-X      1GL JUG,NON-DISTRIBUTION,9.5
5031-15 - RESCUE HTF - HTCC   5GL PAIL TH,NON-DISTRIBUTION,37
2593-46 - FG AIR COMP FLUSHING FLUID   55GL DRUM BLK,NON-DISTRIBUTION,396
ACETONE   5G/19L PAIL,NON-DISTRIBUTION,38
ASSURANCE 6350     DRUM,NON-DISTRIBUTION,496
PERKOOL E-5400       330GL PL TOTE,NON-DISTRIBUTION,2680
PAINT LOK 595-STEAM-ABF     BULK GALLONS,NON-DISTRIBUTION,9.689875
4065-300 - HIGH-MILE ENGINE TREAT   1GL 4X1 CASE BLK,NON-DISTRIBUTION,37
KRO CIP 10B     55G DRUM,NON-DISTRIBUTION,495
ASSURANCE 6230     208L/55G DRUM,NON-DISTRIBUTION,476
TECHNICLEAN N 326 L     55G DRUM,NON-DISTRIBUTION,637
CIMTECH 495-OI     5G / 19L PINK PLASTIC PAIL,NON-DISTRIBUTION,45
GF PHOS 241DS     330GL TOTE,NON-DISTRIBUTION,3419
ASSAULTS 590     400# DRUM,NON-DISTRIBUTION,400
ONE-PLATE 1001Q      PAIL    (10),NON-DISTRIBUTION,50.9
DURAMAX SYNTHETIC BLEND 10W30     55G DRUM,NON-DISTRIBUTION,397.99999999999994
GREEN XTRA     BULK GALLONS,NON-DISTRIBUTION,9.128749999999998
DOUBLE-LUBE HDTF      208L/55G DRUM,NON-DISTRIBUTION,406
CIMTECH 10-80     5G / 19L PINK PLASTIC PAIL,NON-DISTRIBUTION,43
TEMPERING C-ALHT     2000 LB   SUPER SACK,NON-DISTRIBUTION,2000
CIMSTAR SB 455     55G / 208L PINK STEEL DRUM (NET),NON-DISTRIBUTION,475
NICKEL PENTRATE L     197L/52G,NON-DISTRIBUTION,650
MORPHOS 101LTF     189L/50G,NON-DISTRIBUTION,480
MW-SPINDLE 10  5GLPAIL,NON-DISTRIBUTION,35
CIMCLEAN PRODUCTO SP-787XL     5G / 19L WHITE PLASTIC PAIL,NON-DISTRIBUTION,42
GF MASK COTE 480L      55G DRUM,NON-DISTRIBUTION,569
GCO-10       208L/55G,NON-DISTRIBUTION,477
GF MASK 162        5GLPL,NON-DISTRIBUTION,42
2755-12 - NXT APL-LT - SYN OIL   5GL PAIL BLK,NON-DISTRIBUTION,35
6284-46 - ENHANCED BIO HYDR FLUID   16OZ 12X1 CASE FC,NON-DISTRIBUTION,10.9
WAYLUBE 150     5G PAIL,NON-DISTRIBUTION,37
6284-46 - ENHANCED BIO HYDR FLUID   55GL DRUM BLK,NON-DISTRIBUTION,398
ROCKCUT 116 QUICK DRY   55G DRUM,NON-DISTRIBUTION,388.21168
6505 HD ALKALINE CLEANER   5G/19L PAIL,NON-DISTRIBUTION,60.80016666666666
CIMSTAR 40LF PINK     5G / 19L PINK PLASTIC PAIL,NON-DISTRIBUTION,44
PERKOOL 694-D      55GL DRUM,NON-DISTRIBUTION,474
LOW FOAM 2100     55G DRUM (235KG),NON-DISTRIBUTION,518
BLUE STAR XB 9700/100-2     PAIL (21),NON-DISTRIBUTION,35.8
TEXONE KUT 77     208L/55G DRUM,NON-DISTRIBUTION,408
PERKUT 284      55GL DRUM,NON-DISTRIBUTION,408
ROLLGLEAM 4950     208L/55G,NON-DISTRIBUTION,500
PERLUBE WL-46      55GL DRUM,NON-DISTRIBUTION,401
PERKOOL 714-A      5GLPL,NON-DISTRIBUTION,44
Rotosyn B-100 5GL PAIL BLK,NON-DISTRIBUTION,36
PERLUBE PS-99  5GAL PAIL,NON-DISTRIBUTION,36.65
PEN DIP 264     208L/55G,NON-DISTRIBUTION,385
GF ACID CLEAN 339     330GL TOTE,NON-DISTRIBUTION,3090
ALKLEEN 1330      55GL PL DRUM,NON-DISTRIBUTION,474
PERKOOL 4110-P     300GL PL TOTE,NON-DISTRIBUTION,2484
2584-32 - SYN FR HYDR FLUID   1GL 4X1 CASE BLK,NON-DISTRIBUTION,29
JAX MAGNA PLATE 500-2     50 CART CASE,NON-DISTRIBUTION,50
2244-46 - SEMI-SYN AW HYDR FLUID   5GL PAIL GRN,NON-DISTRIBUTION,36
4427-68 - NXT POE-HMC - RC OIL   5GL PAIL BLK,NON-DISTRIBUTION,39
6061-46 - FG AIR COMP LUBE   55GL DRUM BLK,NON-DISTRIBUTION,396
PERCHEM 1140     330GL STL TOTE,NON-DISTRIBUTION,2159
DOUBLE-CUT PEARL 55      208L/55G,NON-DISTRIBUTION,454
PERCHEM 1000       330GL PL TOTE,NON-DISTRIBUTION,2145
PERKLEEN 1275-H      5GLPL,NON-DISTRIBUTION,39
NITEC 5300B     18.9L/5G,NON-DISTRIBUTION,51
CIMTECH 495-OI     55G / 208L PINK STEEL DRUM,NON-DISTRIBUTION,490
DIP BRAZE ADDITIVE AF     100 LB   FDR,NON-DISTRIBUTION,100
2096-40 - CALDERA 2 - HT HTF   275GL TOTE,NON-DISTRIBUTION,1983
USL-1932 HIGH TEMP CHAIN LUBE     55G DRUM,NON-DISTRIBUTION,370
KRO-942     5GL PAIL,NON-DISTRIBUTION,60
PERKOOL 9201      55GL DRUM,NON-DISTRIBUTION,427
PENTRATE ULTRA     100 LB   FDR,NON-DISTRIBUTION,100
PERKOTE 30-985-HF      55GL DRUM,NON-DISTRIBUTION,403
ACCUDRI 4708      5GLPL,NON-DISTRIBUTION,32
PERCHEM 2900      55GL DRUM,NON-DISTRIBUTION,420
GX COOL 2192-CM     5G / 19L WHITE PLASTIC PAIL,NON-DISTRIBUTION,44
CX-9034     55G / 208L PINK STEEL DRUM (NET),NON-DISTRIBUTION,484
ACCUDRAW 2812      5GLPL,NON-DISTRIBUTION,42
PERDRAW 2568     1249L/330G TOTE,NON-DISTRIBUTION,2434
GF ACID CLEAN 81      55G DRUM,NON-DISTRIBUTION,551
LIFT F336      18.9L/5G,NON-DISTRIBUTION,43
LITHIUM BRICK GREASE   CARTON     50# CASE,NON-DISTRIBUTION,50
PERLUBE 8120       55GL DRUM,NON-DISTRIBUTION,403
DOUBLE-CUT TOPAZ 365 BLUE     55G DRUM,NON-DISTRIBUTION,487
PERLUBE TG-1     400LB DRUM,NON-DISTRIBUTION,400
ACCUCUT 1940     250G TOTE,NON-DISTRIBUTION,2018
R-9-C      400 LB   FDR,NON-DISTRIBUTION,400
6243-22 - SEMI-SYN VAC-PUMP LUBE   5GL PAIL GRY,NON-DISTRIBUTION,35
2289-22 - SYN AW HYDR FLUID   55GL DRUM BLK,NON-DISTRIBUTION,394
ETHYLENE GLYCOL (LOW CONDUCTIVITY)     55 GL DRUM,NON-DISTRIBUTION,500
PERDRAW 9949     208L/55G,NON-DISTRIBUTION,467
DOUBLE-CUT ONYX 35      18.9L/5G,NON-DISTRIBUTION,35
EP 220      5GLPL,NON-DISTRIBUTION,37
DUKLEEN 3530      18.9L/5G,NON-DISTRIBUTION,44
PERKOTE 40-376      55GL DRUM,NON-DISTRIBUTION,385
BIOSIDE HS 15%     5GL PAIL,NON-DISTRIBUTION,45
